id,interval_start,interval_end,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6
-LnuDPiuuZw,15.3077097506,31.4310657596,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-LnuDPiuuZw,96.5231292517,108.216553288,1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc,0.0,9.213,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc,77.036,82.277,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc,10.647,19.17,0.0,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-MeTTeMJBNc,31.849,42.258,1.3333334,1.3333334,0.0,0.0,0.33333334,0.0,0.0
-NFrJFQijFE,-0.477551020408,4.10430839002,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-NFrJFQijFE,3.37369614512,9.0231292517,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE,8.0231292517,14.7201814059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE,44.1111111111,54.7691609977,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4,64.794,69.855,2.0,1.0,0.6666667,0.33333334,0.0,0.0,0.0
-RfYyzHpjk4,9.051,14.441,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4,48.711,53.223,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4,52.652,60.536,0.0,0.33333334,0.0,0.6666667,0.0,0.33333334,0.0
-RpZEe4w4fY,0.0,3.576,2.3333333,2.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,2.745,5.182,0.6666667,0.33333334,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY,34.184,43.954,1.6666666,0.6666667,0.0,1.3333334,0.0,0.0,0.0
-RpZEe4w4fY,43.153,45.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,4.182,11.787,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,10.787,18.352,0.0,0.6666667,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY,17.761,27.561,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,26.561,28.479,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,27.479,29.976,0.33333334,0.0,0.0,0.6666667,0.0,0.0,0.0
-RpZEe4w4fY,29.205,31.532,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-RpZEe4w4fY,30.732,33.248,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,32.378,35.034,0.6666667,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-SYSVSQnTnA,0.0124716553288,6.89682539683,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA,7.43560090703,13.8310657596,-0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA,15.2777777778,21.6233560091,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,0.0,13.463,1.6666666,1.3333334,0.33333334,0.0,0.0,0.0,0.6666667
-THoVjtIkeU,12.693,23.071,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,112.625,122.934,-0.33333334,1.6666666,0.0,0.0,0.6666667,0.0,0.0
-THoVjtIkeU,122.393,127.215,2.3333333,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,126.604,141.392,2.0,2.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,23.308,27.531,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,84.27,92.244,2.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,97.62,106.831,1.0,1.6666666,0.0,0.0,0.0,0.0,0.33333334
-UUCSKoHeMA,0.0,7.716,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA,65.532,71.97,-0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-UUCSKoHeMA,10.338,22.642,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA,58.508,66.532,0.6666667,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-UacrmKiTn4,71.938,79.164,-0.6666667,0.33333334,0.0,0.6666667,0.0,0.0,0.0
-UacrmKiTn4,34.792,39.464,-1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4,42.664,46.318,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4,45.717,56.216,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UuX1xuaiiE,0.0,3.566,2.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,3.084,13.333,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,12.463,20.437,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,19.437,23.47,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,22.47,28.639,2.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,27.639,30.794,1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-UuX1xuaiiE,30.253,38.187,-0.33333334,0.33333334,0.6666667,0.33333334,0.0,0.6666667,0.33333334
-UuX1xuaiiE,37.686,43.794,-1.3333334,0.0,1.3333334,0.33333334,0.0,1.0,0.0
-UuX1xuaiiE,42.884,51.556,1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,51.125,57.693,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM,-0.437641723356,8.24489795918,-2.6666667,0.0,2.0,1.0,0.0,1.0,0.33333334
-VmheDA92mM,8.88117913832,12.9641723356,-2.0,0.0,0.0,1.0,0.0,0.0,0.0
-VmheDA92mM,11.9641723356,23.5102040816,-1.3333334,0.0,0.0,0.6666667,0.0,0.6666667,0.0
-VmheDA92mM,23.8172335601,29.3569160998,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM,29.7537414966,44.6222222222,0.0,0.0,0.33333334,1.0,0.0,0.0,0.0
-WXXTNIJcVM,0.0,2.079,2.0,1.0,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM,1.278,5.012,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM,4.351,8.444,2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM,7.594,18.721,1.6666666,1.6666666,0.0,0.0,0.33333334,0.0,0.0
-WXXTNIJcVM,31.44,41.988,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-ZgjBOA1Yhw,10.837,19.779,-0.33333334,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334
-ZgjBOA1Yhw,18.779,30.255,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw,37.107,46.787,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw,46.017,53.003,0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw,60.993,72.259,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw,71.259,81.957,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0
-a55Q6RWvTA,17.112,39.175,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-aNfi7CP8vM,48.112,58.58,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0
-aNfi7CP8vM,27.639,36.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-aqamKhZ1Ec,0.0,10.889,-2.0,0.0,1.0,0.0,0.33333334,0.6666667,0.0
-aqamKhZ1Ec,9.889,23.959,-0.6666667,0.0,0.6666667,0.0,0.33333334,0.33333334,0.6666667
-aqamKhZ1Ec,29.115,42.317,-0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,18.5603174603,25.7240362812,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,104.993877551,113.584353741,2.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,131.483673469,142.778004535,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,48.4922902494,58.8886621315,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,59.8365079365,65.3739229025,1.3333334,1.6666666,0.0,0.0,0.33333334,0.0,0.0
-bl5PfNIYrk,65.9526077098,79.8111111111,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,80.4297052154,84.9394557823,1.3333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
-cEhr0cQcDM,56.423,63.819,1.3333334,0.6666667,0.33333334,0.0,0.33333334,0.0,0.0
-cEhr0cQcDM,31.819,38.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-cmk6cfUeMs,0.0124716553288,4.1231292517,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-cmk6cfUeMs,4.13310657596,18.4405895692,0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
-dZ1TCboxcQ,0.0124716553288,9.76031746032,0.0,0.0,0.33333334,0.6666667,0.0,0.33333334,0.0
-dZ1TCboxcQ,11.6659863946,17.1136054422,-0.33333334,0.0,1.3333334,0.6666667,0.0,0.0,0.0
-dZ1TCboxcQ,17.143537415,25.1253968254,-0.33333334,0.0,1.0,0.0,0.0,0.33333334,0.0
-dZ1TCboxcQ,30.00430839,39.9317460317,-0.6666667,0.0,1.0,1.0,0.0,0.6666667,0.0
-dxfTGcXJoc,0.0,20.407,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc,20.205,36.221,1.6666666,0.33333334,0.0,0.0,0.0,0.0,0.0
-dxfTGcXJoc,36.169,52.794,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc,52.622,62.502,1.3333334,0.33333334,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc,62.25,67.321,1.6666666,0.6666667,0.0,0.0,0.6666667,0.0,0.0
-dxfTGcXJoc,67.189,77.308,2.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-dxfTGcXJoc,77.465,90.079,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-dxfTGcXJoc,90.107,100.914,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-egA8-b7-3M,1.268,11.408,0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,67.957,78.615,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M,86.116,90.139,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M,93.848,101.403,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,101.561,107.03,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M,106.729,113.805,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-egA8-b7-3M,113.314,121.567,1.0,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,11.156,17.813,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,124.788,131.245,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M,150.509,157.286,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,157.184,162.654,1.3333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,162.642,189.413,1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M,188.802,194.701,1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M,17.731,24.977,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-egA8-b7-3M,27.858,35.273,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-egA8-b7-3M,35.102,41.27,0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-egA8-b7-3M,63.377,68.308,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-hPfPhUIzfA,1.77845804989,18.1712018141,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-hPfPhUIzfA,18.1712018141,22.7009070295,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-hPfPhUIzfA,36.719047619,41.8274376417,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-hPfPhUIzfA,41.9671201814,49.2006802721,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A,16.9528344671,19.1002267574,2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A,21.043537415,27.3614512472,1.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0
-hnBHBN8p5A,28.4965986395,35.7922902494,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-hnBHBN8p5A,35.1614512472,40.7210884354,0.0,0.0,0.33333334,0.0,0.0,0.0,0.6666667
-hnBHBN8p5A,39.7210884354,47.4358276644,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,0.340589569161,8.33469387755,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,36.5882086168,41.8585034014,2.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,42.1455782313,46.019047619,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,7.7537414966,10.819047619,1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,10.2281179138,15.7578231293,0.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,16.2743764172,20.3972789116,0.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,19.5868480726,22.4027210884,0.33333334,1.6666666,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,21.7219954649,25.7151927438,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,25.5732426304,33.5972789116,1.0,2.0,0.0,0.0,0.0,0.0,0.0
-iRBcNs9oI8,33.7546485261,37.1192743764,1.3333334,2.0,0.0,0.0,0.0,0.0,0.0
-l_53IwQoj0,33.1371882086,39.3231292517,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-lqc32Zpr7M,0.0,5.112,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-lqc32Zpr7M,38.514,47.576,0.33333334,0.6666667,1.6666666,0.0,0.0,0.0,0.33333334
-lqc32Zpr7M,76.448,85.42,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-lqc32Zpr7M,22.4,27.731,-0.6666667,0.0,1.6666666,0.0,0.0,0.0,0.0
-lzEya4AM_4,78.194,85.569,-0.33333334,0.0,0.33333334,0.33333334,0.0,0.0,0.0
-lzEya4AM_4,25.124,32.679,-0.6666667,0.0,0.0,0.33333334,0.0,0.0,0.33333334
-lzEya4AM_4,32.907,47.625,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-lzEya4AM_4,47.324,51.686,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-lzEya4AM_4,63.347,78.266,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0
-m9KtvCk_L8,47.1353741497,52.5231292517,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-m9KtvCk_L8,39.7222222222,42.4659863946,-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-m9KtvCk_L8,42.4659863946,47.1353741497,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,0.47029478458,6.51882086168,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,6.04761904762,11.7369614512,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,11.1759637188,16.6757369615,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,15.6757369615,22.1732426304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,21.1732426304,25.9646258503,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,25.4036281179,27.6108843537,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,26.8303854875,30.4743764172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,29.4743764172,33.6272108844,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-mJ2ud6oKI8,33.0063492063,39.9129251701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mqbVkbCndg,0.0,6.369,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0
-mqbVkbCndg,5.948,9.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-mqbVkbCndg,51.055,57.683,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-o_667Ny7RM,0.0124716553288,5.63968253968,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-qDkUB0GgYY,30.382,47.655,2.0,2.0,0.0,0.6666667,0.0,0.0,0.0
-qDkUB0GgYY,46.655,51.247,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-qDkUB0GgYY,57.8,66.433,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,66.1920634921,76.5385487528,1.6666666,0.6666667,0.0,0.0,0.33333334,0.0,0.0
-qMhGeJkp5o,76.9975056689,85.2287981859,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,85.2287981859,94.6972789116,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,5.93900226757,13.9408163265,1.6666666,2.3333333,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,14.1702947846,27.919047619,0.6666667,0.6666667,0.0,0.6666667,0.0,0.0,0.0
-qMhGeJkp5o,28.4079365079,33.6759637188,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-qMhGeJkp5o,33.7757369615,39.2133786848,0.0,0.33333334,0.0,1.0,0.0,0.0,0.0
-qMhGeJkp5o,49.7594104308,55.5961451247,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-qMhGeJkp5o,62.4605442177,65.5734693878,-1.3333334,0.33333334,0.0,1.0,0.0,0.0,0.0
-ri04Z7vwnc,-0.487528344671,3.23628117914,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-ri04Z7vwnc,2.23628117914,7.27709750567,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,6.27709750567,12.1859410431,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,39.1224489796,42.5469387755,0.33333334,0.33333334,1.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,41.8263038549,52.653968254,1.0,0.33333334,1.0,0.0,0.0,0.0,0.0
-ri04Z7vwnc,51.653968254,58.2213151927,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-rxZxtG0xmY,0.0,11.178,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
-rxZxtG0xmY,13.092,21.994,0.0,0.0,0.6666667,0.6666667,0.0,0.0,0.33333334
-s9qJ7ATP7w,0.0,6.708,-0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
